OrderID,CustomerID,UnitsOrdered,Discount,Description,Gender,UnitPrice,Name,City,State,full_date,year,month,day,Revenue
1488,5,30,0.150000006,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2015-03-17,2015,3,17,99.00000396
1571,5,75,0.0,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2015-05-30,2015,5,30,1650.0
1719,5,116,0.0,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2015-10-05,2015,10,5,2552.0
1734,5,44,0.150000006,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2015-10-20,2015,10,20,145.200005808
1809,5,83,0.050000001,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2015-12-21,2015,12,21,91.300001826
1842,5,78,0.0,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2016-01-22,2016,1,22,1716.0
1884,5,118,0.0,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2016-03-03,2016,3,3,2596.0
1928,5,38,0.0,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2016-04-07,2016,4,7,836.0
1987,5,104,0.050000001,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2016-05-22,2016,5,22,114.40000228800001
1988,5,91,0.0,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2016-05-23,2016,5,23,2002.0
1996,5,135,0.0,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2016-05-30,2016,5,30,2970.0
2031,5,30,0.0,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2016-06-23,2016,6,23,660.0
2115,5,136,0.0,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2016-09-08,2016,9,8,2992.0
2123,5,79,0.0,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2016-09-13,2016,9,13,1738.0
2172,5,59,0.0,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2016-10-16,2016,10,16,1298.0
2227,5,86,0.050000001,Long-sleeve Super-T,Both,22,Rags to Riches,Las Vegas,NV,2016-12-11,2016,12,11,94.60000189200001
70,5,76,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2012-02-27,2012,2,27,2660.0
94,5,35,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2012-03-16,2012,3,16,1225.0
162,5,78,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2012-05-09,2012,5,9,2730.0
276,5,45,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2012-08-01,2012,8,1,1575.0
409,5,107,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2012-11-14,2012,11,14,3745.0
512,5,46,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2013-01-28,2013,1,28,1610.0
529,5,138,0.150000006,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2013-02-13,2013,2,13,724.5000289799999
668,5,51,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2013-06-20,2013,6,20,1785.0
730,5,98,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2013-08-13,2013,8,13,3430.0
810,5,104,0.100000001,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2013-10-17,2013,10,17,364.00000364000005
836,5,91,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2013-11-13,2013,11,13,3185.0
869,5,57,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2013-12-12,2013,12,12,1995.0
890,5,90,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2013-12-27,2013,12,27,3150.0
897,5,72,0.100000001,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2014-01-01,2014,1,1,252.00000252
957,5,145,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2014-02-09,2014,2,9,5075.0
976,5,86,0.100000001,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2014-02-18,2014,2,18,301.00000301
1131,5,33,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2014-06-22,2014,6,22,1155.0
1223,5,112,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2014-08-18,2014,8,18,3920.0
1343,5,118,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2014-11-11,2014,11,11,4130.0
1406,5,107,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2015-01-14,2015,1,14,3745.0
1455,5,66,0.100000001,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2015-02-15,2015,2,15,231.00000231
1567,5,56,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2015-05-27,2015,5,27,1960.0
1568,5,122,0.100000001,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2015-05-28,2015,5,28,427.00000427000003
1723,5,81,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2015-10-07,2015,10,7,2835.0
1737,5,150,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2015-10-23,2015,10,23,5250.0
1768,5,131,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2015-11-20,2015,11,20,4585.0
1843,5,120,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2016-01-22,2016,1,22,4200.0
2021,5,98,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2016-06-15,2016,6,15,3430.0
2120,5,123,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2016-09-09,2016,9,9,4305.0
2125,5,141,0.100000001,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2016-09-14,2016,9,14,493.50000493500005
2195,5,119,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2016-11-11,2016,11,11,4165.0
2241,5,113,0.0,Long-sleeve Silk Pinpoint,Male,35,Rags to Riches,Las Vegas,NV,2016-12-20,2016,12,20,3955.0
114,5,89,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2012-03-30,2012,3,30,2670.0
125,5,95,0.050000001,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2012-04-08,2012,4,8,142.50000285000002
396,5,105,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2012-11-05,2012,11,5,3150.0
414,5,65,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2012-11-20,2012,11,20,1950.0
487,5,126,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2013-01-12,2013,1,12,3780.0
656,5,103,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2013-06-11,2013,6,11,3090.0
679,5,63,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2013-06-29,2013,6,29,1890.0
700,5,57,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2013-07-20,2013,7,20,1710.0
736,5,134,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2013-08-16,2013,8,16,4020.0
843,5,81,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2013-11-17,2013,11,17,2430.0
846,5,78,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2013-11-18,2013,11,18,2340.0
936,5,150,0.050000001,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2014-01-29,2014,1,29,225.00000450000002
1217,5,76,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2014-08-08,2014,8,8,2280.0
1259,5,64,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2014-09-12,2014,9,12,1920.0
1369,5,41,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2014-12-05,2014,12,5,1230.0
1468,5,129,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2015-02-27,2015,2,27,3870.0
1491,5,72,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2015-03-20,2015,3,20,2160.0
1518,5,51,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2015-04-14,2015,4,14,1530.0
1657,5,88,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2015-08-15,2015,8,15,2640.0
1668,5,67,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2015-08-22,2015,8,22,2010.0
1757,5,80,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2015-11-11,2015,11,11,2400.0
1875,5,122,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2016-02-18,2016,2,18,3660.0
1953,5,72,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2016-04-22,2016,4,22,2160.0
2028,5,28,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2016-06-21,2016,6,21,840.0
2055,5,143,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2016-07-09,2016,7,9,4290.0
2127,5,44,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2016-09-15,2016,9,15,1320.0
2137,5,71,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2016-09-26,2016,9,26,2130.0
2167,5,86,0.0,Short-sleeve Seersucker,Both,30,Rags to Riches,Las Vegas,NV,2016-10-15,2016,10,15,2580.0
267,5,92,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2012-07-26,2012,7,26,1840.0
285,5,105,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2012-08-14,2012,8,14,2100.0
356,5,87,0.100000001,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2012-10-02,2012,10,2,174.00000174000002
452,5,141,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2012-12-10,2012,12,10,2820.0
491,5,48,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2013-01-17,2013,1,17,960.0
553,5,88,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2013-03-01,2013,3,1,1760.0
589,5,93,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2013-04-12,2013,4,12,1860.0
670,5,132,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2013-06-22,2013,6,22,2640.0
686,5,132,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2013-07-06,2013,7,6,2640.0
706,5,130,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2013-07-24,2013,7,24,2600.0
864,5,139,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2013-12-03,2013,12,3,2780.0
1025,5,135,0.100000001,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2014-03-30,2014,3,30,270.00000270000004
1034,5,63,0.100000001,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2014-04-04,2014,4,4,126.00000126
1165,5,66,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2014-07-11,2014,7,11,1320.0
1281,5,73,0.150000006,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2014-09-30,2014,9,30,219.00000876
1310,5,125,0.100000001,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2014-10-19,2014,10,19,250.00000250000002
1354,5,111,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2014-11-20,2014,11,20,2220.0
1377,5,65,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2014-12-13,2014,12,13,1300.0
1428,5,138,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2015-01-29,2015,1,29,2760.0
1442,5,44,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2015-02-06,2015,2,6,880.0
1562,5,83,0.050000001,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2015-05-23,2015,5,23,83.00000166000001
1577,5,125,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2015-06-07,2015,6,7,2500.0
1617,5,123,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2015-07-08,2015,7,8,2460.0
1667,5,56,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2015-08-22,2015,8,22,1120.0
1781,5,114,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2015-11-29,2015,11,29,2280.0
1796,5,51,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2015-12-13,2015,12,13,1020.0
1906,5,63,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2016-03-17,2016,3,17,1260.0
1990,5,30,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2016-05-24,2016,5,24,600.0
2142,5,75,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2016-09-29,2016,9,29,1500.0
2149,5,32,0.0,Short-sleeve Mesh,Both,20,Rags to Riches,Las Vegas,NV,2016-10-05,2016,10,5,640.0
22,5,32,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2012-01-15,2012,1,15,1216.0
69,5,73,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2012-02-27,2012,2,27,2774.0
111,5,50,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2012-03-28,2012,3,28,1900.0
185,5,75,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2012-05-25,2012,5,25,2850.0
221,5,144,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2012-06-15,2012,6,15,5472.0
300,5,112,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2012-08-27,2012,8,27,4256.0
314,5,141,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2012-09-03,2012,9,3,5358.0
347,5,149,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2012-09-26,2012,9,26,5662.0
430,5,85,0.150000006,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2012-11-25,2012,11,25,484.50001937999997
543,5,58,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2013-02-23,2013,2,23,2204.0
614,5,135,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2013-05-02,2013,5,2,5130.0
631,5,70,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2013-05-14,2013,5,14,2660.0
634,5,130,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2013-05-16,2013,5,16,4940.0
786,5,28,0.150000006,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2013-09-28,2013,9,28,159.60000638399998
889,5,124,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2013-12-27,2013,12,27,4712.0
1106,5,71,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2014-06-01,2014,6,1,2698.0
1140,5,126,0.100000001,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2014-06-27,2014,6,27,478.800004788
1458,5,41,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2015-02-17,2015,2,17,1558.0
1461,5,40,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2015-02-20,2015,2,20,1520.0
1505,5,72,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2015-03-31,2015,3,31,2736.0
1635,5,30,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2015-07-24,2015,7,24,1140.0
1675,5,119,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2015-08-29,2015,8,29,4522.0
1788,5,53,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2015-12-07,2015,12,7,2014.0
1880,5,30,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2016-02-22,2016,2,22,1140.0
1899,5,36,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2016-03-14,2016,3,14,1368.0
1924,5,138,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2016-04-02,2016,4,2,5244.0
1985,5,77,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2016-05-20,2016,5,20,2926.0
1997,5,133,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2016-05-30,2016,5,30,5054.0
2199,5,62,0.0,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2016-11-14,2016,11,14,2356.0
2234,5,60,0.100000001,Short-sleeve Rib-knit Tunic,Female,38,Rags to Riches,Las Vegas,NV,2016-12-15,2016,12,15,228.00000228000002
101,6,102,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2012-03-21,2012,3,21,2550.0
187,6,139,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2012-05-26,2012,5,26,3475.0
230,6,132,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2012-06-23,2012,6,23,3300.0
243,6,122,0.150000006,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2012-07-03,2012,7,3,457.50001829999997
262,6,130,0.150000006,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2012-07-22,2012,7,22,487.50001949999995
301,6,35,0.100000001,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2012-08-27,2012,8,27,87.500000875
352,6,132,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2012-09-28,2012,9,28,3300.0
357,6,74,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2012-10-02,2012,10,2,1850.0
415,6,139,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2012-11-20,2012,11,20,3475.0
428,6,127,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2012-11-24,2012,11,24,3175.0
606,6,141,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2013-04-28,2013,4,28,3525.0
640,6,86,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2013-05-20,2013,5,20,2150.0
722,6,51,0.050000001,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2013-08-06,2013,8,6,63.750001275
737,6,107,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2013-08-16,2013,8,16,2675.0
857,6,79,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2013-11-27,2013,11,27,1975.0
911,6,59,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2014-01-09,2014,1,9,1475.0
958,6,55,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2014-02-09,2014,2,9,1375.0
1044,6,137,0.050000001,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2014-04-13,2014,4,13,171.25000342500002
1151,6,113,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2014-07-06,2014,7,6,2825.0
1180,6,27,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2014-07-19,2014,7,19,675.0
1183,6,28,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2014-07-21,2014,7,21,700.0
1233,6,34,0.100000001,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2014-08-25,2014,8,25,85.00000085
1365,6,76,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2014-12-02,2014,12,2,1900.0
1640,6,114,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2015-07-31,2015,7,31,2850.0
1647,6,139,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2015-08-08,2015,8,8,3475.0
1652,6,77,0.100000001,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2015-08-13,2015,8,13,192.50000192500002
1741,6,57,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2015-10-28,2015,10,28,1425.0
1966,6,53,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2016-05-03,2016,5,3,1325.0
1986,6,136,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2016-05-20,2016,5,20,3400.0
2091,6,135,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2016-08-09,2016,8,9,3375.0
2143,6,147,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2016-09-29,2016,9,29,3675.0
2181,6,65,0.0,Long-sleeve Oxford,Male,25,Abracadaba Ink,Salt Lake City,UT,2016-10-30,2016,10,30,1625.0
8,6,95,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2012-01-05,2012,1,5,2565.0
53,6,34,0.100000001,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2012-02-09,2012,2,9,91.80000091800001
134,6,109,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2012-04-15,2012,4,15,2943.0
217,6,141,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2012-06-14,2012,6,14,3807.0
555,6,150,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2013-03-02,2013,3,2,4050.0
560,6,64,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2013-03-08,2013,3,8,1728.0
591,6,83,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2013-04-12,2013,4,12,2241.0
620,6,100,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2013-05-06,2013,5,6,2700.0
665,6,67,0.100000001,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2013-06-19,2013,6,19,180.900001809
678,6,27,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2013-06-26,2013,6,26,729.0
852,6,147,0.050000001,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2013-11-20,2013,11,20,198.45000396900002
1016,6,70,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2014-03-23,2014,3,23,1890.0
1036,6,52,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2014-04-05,2014,4,5,1404.0
1143,6,55,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2014-06-30,2014,6,30,1485.0
1240,6,94,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2014-08-29,2014,8,29,2538.0
1297,6,89,0.050000001,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2014-10-07,2014,10,7,120.150002403
1444,6,137,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2015-02-08,2015,2,8,3699.0
1499,6,119,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2015-03-29,2015,3,29,3213.0
1569,6,94,0.050000001,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2015-05-28,2015,5,28,126.90000253800001
1581,6,109,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2015-06-08,2015,6,8,2943.0
1583,6,118,0.100000001,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2015-06-11,2015,6,11,318.60000318600004
1774,6,30,0.050000001,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2015-11-24,2015,11,24,40.50000081
1881,6,120,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2016-02-22,2016,2,22,3240.0
1943,6,28,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2016-04-14,2016,4,14,756.0
2003,6,81,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2016-06-03,2016,6,3,2187.0
2135,6,113,0.0,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2016-09-22,2016,9,22,3051.0
2168,6,127,0.050000001,Long-sleeve Broadcloth,Female,27,Abracadaba Ink,Salt Lake City,UT,2016-10-15,2016,10,15,171.45000342900002
30,6,94,0.0,Short-sleeve Polo,Both,30,Abracadaba Ink,Salt Lake City,UT,2012-01-18,2012,1,18,2820.0
183,6,127,0.0,Short-sleeve Polo,Both,30,Abracadaba Ink,Salt Lake City,UT,2012-05-24,2012,5,24,3810.0
222,6,88,0.0,Short-sleeve Polo,Both,30,Abracadaba Ink,Salt Lake City,UT,2012-06-15,2012,6,15,2640.0
261,6,83,0.0,Short-sleeve Polo,Both,30,Abracadaba Ink,Salt Lake City,UT,2012-07-21,2012,7,21,2490.0
289,6,64,0.0,Short-sleeve Polo,Both,30,Abracadaba Ink,Salt Lake City,UT,2012-08-16,2012,8,16,1920.0
410,6,80,0.0,Short-sleeve Polo,Both,30,Abracadaba Ink,Salt Lake City,UT,2012-11-14,2012,11,14,2400.0
456,6,75,0.050000001,Short-sleeve Polo,Both,30,Abracadaba Ink,Salt Lake City,UT,2012-12-15,2012,12,15,112.50000225000001
488,6,144,0.0,Short-sleeve Polo,Both,30,Abracadaba Ink,Salt Lake City,UT,2013-01-15,2013,1,15,4320.0
